"STANOX","TIPLOC","CRS","Description","dataSource","stop_lon","stop_lat","easting","northing"
"82125","WSTB305","","WESTBURY SIGNAL W305","BPLAN","","","",""
"82126","WSTBPSD","","WESTBURY PATNEY SIDING","CORPUS","","","",""
"82128","WSHFORD","","WISHFORD","woodpecker","-1.8890809829432984","51.11735718280185","407860","135347"
"82199","FROM97","","FROME SIGNAL W297","BPLAN","","","",""
"82200","CLNKRDJ","","CLINK ROAD JN","woodpecker","-2.2938132653638177","51.23709239876568","379584","148698"
"82201","WHATFHH","","WHATLEY QUARRY F LINER H HAUL","woodpecker","-2.3541932648363066","51.24625082413643","375374","149736"
"82202","WHATLYQ","","HANSON AGGREGATES (WHTLY QURY)","woodpecker","-2.3542468134142127","51.24621245291242","375370","149731"
"82203","","","WHATLEY QUARRY MARCROFT ENGING","woodpecker","-2.3903490017862636","51.22929201181871","372840","147862"
"82204","FROME","FRO","Frome Rail Station","NAPTAN","-2.30999674896","51.22727050537","378450","147611"
"82205","FROMNRS","","FROME NETWORK RAIL SIDING","woodpecker","-2.309854552997044","51.22651604224714","378459","147527"
"82206","FROMNSB","","FROME NORTH","woodpecker","-2.3070867247957545","51.231253011389185","378655","148053"
"82207","BLBGJN","","BLATCHBRIDGE JN","woodpecker","-2.31305985876408","51.211974567624814","378229","145911"
"82208","WHATHAP","","HAPSFORD GROUND FRAME","woodpecker","-2.3505947025931007","51.24692961263099","375625","149810"
"82209","","","MELLS ROAD","woodpecker","-2.4242477176294184","51.26831633131891","370498","152215"
"82210","WHATGBF","","WHATLEY QUARRY GBRF","woodpecker","-2.390307565711076","51.22928460217285","372843","147861"
"82211","WHATTMD","","WHATLEY TMD","woodpecker","-2.383259495131773","51.229833970225","373336","147920"
"82221","","","RADSTOCK WEST","woodpecker","-2.447108342237318","51.2922809160838","368920","154890"
"82239","ESTS324","","EAST SOMERSET JN SIG W324","BPLAN","","","",""
"82241","ESTSOMJ","","WITHAM (SOM)","woodpecker","-2.370032974933829","51.16497482441087","374223","140702"
"82242","WHTSXSG","","WHITES CROSSING SDG","woodpecker","-2.4558541054844794","51.18565169793834","368236","143035"
"82243","MERHDQ","","MEREHEAD QUARRY","woodpecker","-2.438486591504571","51.193410922273756","369455","143891"
"82244","","","MEREHEAD QUARRY MARCROFT ENGRG","woodpecker","-2.443759340222474","51.19026992006357","369085","143544"
"82245","","","MEREHEAD QUARRY POWELL DUFFRYN","woodpecker","-2.4437593510476043","51.190269020885395","369085","143544"
"82246","MERHDQJ","","MEREHEAD QUARRY JN","openRailData","-2.432151083981798","51.18426267513564","369892","142871"
"82247","CRANMOR","","BR PASSENGER TRAIN REPORTING","woodpecker","-2.479746739931361","51.184734355753186","366566","142944"
"82248","MERHTMD","","MEREHEAD TMD","woodpecker","-2.444463571164604","51.187755422345944","369034","143265"
"82249","MERHFHH","","MEREHEAD QUARRY (FHH)","woodpecker","-2.4432314657664995","51.19061271357028","369122","143582"
"82299","BRUTON","BRU","Bruton Rail Station","NAPTAN","-2.44707347109","51.11163892514","368800","134801"
"82300","CCARSID","","CASTLE CARY UP SIDINGS","railmap","-2.5264269","51.098591","363235","133387"
"82301","CCARY","CLC","Castle Cary Rail Station","NAPTAN","-2.52279433401","51.09981478666","363490","133521"
"82302","CCARCE","","CASTLE CARY SIDINGS-ISU(CE)","woodpecker","-2.5184636450594327","51.10061214261702","363794","133607"
"82303","CMAKREL","","CHARLTON MACKRELL","railmap","-2.6739679","51.0558134","352860","128714"
"82304","SOMERTN","","SOMERTON ENGINEERS","woodpecker","-2.733688808325242","51.05259666695472","348671","128396"
"82305","SOMEGF","","SOMERTON GROUND FRAME","woodpecker","-2.7335686854850207","51.05264495237694","348680","128401"
"82305","SOMEVIA","","SOMERTON VIADUCT","woodpecker","-2.7335686854850207","51.05264495237694","348680","128401"
"82306","LANPORT","","LANGPORT VIADUCT","railmap","-2.8312581","51.0413656","341818","127220"
"82307","ATHLNEY","","ATHELNEY CROSSING","woodpecker","-2.94171831303573","51.05347182218267","334092","128659"
"82308","CCAR782","","CASTLE CARY SIGNAL W782","woodpecker","-2.513630158597633","51.10160198488415","364133","133715"
"82311","YOVILPM","YVP","Yeovil Pen Mill Rail Station","NAPTAN","-2.61342815484","50.94452663922","357000","116301"
"82311","YOVILPS","","YEOVIL PEN MILL","ATOC","-2.613428585384064","50.94451784791373","357000","116300"
"82312","YOVILPE","","YEOVIL PEN MILL (DBC)","woodpecker","-2.612900803112748","50.94440606058009","357037","116287"
"82313","THFORD","THO","Thornford Rail Station","NAPTAN","-2.57898718699","50.91057621996","359390","112506"
"82314","YTMNSTR","YET","Yetminster Rail Station","NAPTAN","-2.57375564863","50.89576446731","359745","110856"
"82315","CHETNOL","CNO","Chetnole Rail Station","NAPTAN","-2.57292557649","50.86636303049","359778","107586"
"82316","MDNNWTN","MDN","Maiden Newton Rail Station","NAPTAN","-2.56942958377","50.78000622249","359950","97981"
"82317","EVERSHT","","EVERSHOT","railmap","-2.5801556","50.8352203","359242","104127"
"82327","YOVI719","","YEOVIL JN SIGNAL 4719","railmap","-2.5999989","50.9272131","357928","114368"
"82328","YOVI717","","YEOVIL JN SIGNAL 4717","railmap","-2.6001582","50.9271699","357917","114363"
"82329","GLHMSSS","","GILLINGHAM (DORSET) SIDING","railmap","-2.2758803","51.0330356","380751","126001"
"82330","YOVIP64","","YEOVIL PEN MILL SIG64","railmap","-2.6067163","50.9463611","357473","116501"
"82331","SEMLEY","","SEMLEY","woodpecker","-2.1821406365153386","51.03991832549245","387326","126746"
"82332","GLHM","GIL","Gillingham (Dorset) Rail Station","NAPTAN","-2.27262370413","51.03403440795","380980","126111"
"82333","GLHMCE","","GILLINGHAM (DORSET) ISU(CE)","woodpecker","-2.27385634025425","51.033431717875416","380893","126044"
"82334","TISBRYL","","LOOP","woodpecker","-2.0756625776219657","51.06265846029505","394794","129261"
"82335","TISBURY","TIS","Tisbury Rail Station","NAPTAN","-2.07900209367","51.06085300682","394560","129061"
"82336","ELOC05458","","Gillingham West Jn","railmap","-2.2766427","51.0327618","380697","125970"
"82336","GLHM23","","GILLINGHAM SIGNAL GM23","woodpecker","-2.2765978409199685","51.03276438367465","380701","125971"
"82337","GLHM680","","GILLINGHAM SIGNAL 4680","woodpecker","-2.2767125235528325","51.03272642535294","380692","125967"
"82338","HENXRDS","","HENSTRIDGE ASH X ROADS","railmap","-2.3929432999999998","50.9831533","372513","120491"
"82338","HENXRDS","","HENSTRIDGE ASH X ROADS","railmap","-2.3929432999999998","50.9831533","372513","120491"
"82338","TMPCMB","TMC","Templecombe Rail Station","NAPTAN","-2.41772466239","51.00150315584","370785","122541"
"82338","TMPCMSB","","TEMPLECOMBE SIGNAL BOX","railmap","-2.3929432999999998","50.9831533","372513","120491"
"82339","SHERBRN","SHE","Sherborne Rail Station","NAPTAN","-2.5130732852","50.94402169786","364050","116191"
"82340","GLHM677","","GILLINGHAM SIGNAL 4677","openRailData","-2.2722629587706855","51.034045101121805","381005","126112"
"82341","YOVILJN","YVJ","Yeovil Junction Rail Station","NAPTAN","-2.61245650533","50.92474836597","357050","114101"
"82342","YOVI23","","YEOVIL JUNCTION. SIG.YJ23","railmap","-2.6093962","50.9257339","357266","114209"
"82342","YOVI23","","YEOVIL JUNCTION. SIG.YJ23","railmap","-2.6093962","50.9257339","357266","114209"
"82342","YOVI25","","YEOVIL JUNCTION SIG YJ25","railmap","-2.6094083","50.9257018","357265","114205"
"82342","YOVIYJ5","","YEOVIL JUNC SIGNAL YJ5","openRailData","-2.609396951359029","50.92572650995389","357266","114208"
"82343","YOVIJS","","SIDINGS","woodpecker","-2.6067886047825564","50.92634999554024","357450","114276"
"82344","YOVILCD","","YEOVIL JUNCTION COAL DEPOT","railmap","-2.6119795","50.9252617","357084","114158"
"82345","YOVI753","","YEOVIL JUNC SIGNAL 4753","woodpecker","-2.6065245555977565","50.927121575348124","357469","114361"
"82346","YOVI721","","YEOVIL JUNC SIGNAL 4721","woodpecker","-2.608706125976168","50.925902307462266","357315","114227"
"82347","YOVI723","","YEOVIL JUNC SIGNAL 4723","woodpecker","-2.608760132806355","50.92590968254699","357311","114228"
"82348","SUTNBIN","","SUTTON BINGHAM","woodpecker","-2.643741372296568","50.90091231253646","354828","111469"
"82349","YOVIJDS","","YEOVIL JN DN SDGS 1&2","woodpecker","-2.6086254660748223","50.92567991849861","357320","114202"
"82351","TMPCSDG","","TEMPLECOMBE DOWN SIDING","railmap","-2.4184509","51.0012229","370734","122510"
"82352","TMPC688","","TEMPLECOMBE SIGNAL SE4688","railmap","-2.422187","51.0003471","370471","122414"
"82353","YOVIJDP","","YEOVIL JUNCTION","ATOC","-2.613168645229371","50.92473551770996","357000","114100"
"82354","YOVIJMS","XGK","YEOVIL JN DOWN MAIN SDG","woodpecker","-2.6119175680683107","50.925041635949654","357088","114133"
"82985","","","","woodpecker","-2.21412913623692","51.319821298656095","385174","157879"
"83000","TAUNGDS","","BR MARSHALLING YARD","woodpecker","-3.123405464361553","51.02476498685189","321309","125645"
"83001","","","TAUNTON FREIGHT DEPOT","woodpecker","-3.097577106226004","51.02272833404103","323117","125391"
"83002","TAUN604","","TAUNTON SIG. 604","woodpecker","-3.0861004643309506","51.02490183985994","323925","125621"
"83004","TAUN619","","TAUNTON SIGNAL E619","openRailData","-3.1106394093089067","51.02406629569471","322203","125554"
"83005","TAUNCE","","TAUNTON BLDG INSP 1 <W>","woodpecker","-3.10492061953563","51.0229773576096","322602","125427"
"83006","FRWAYD","","FAIRWATER YARD","woodpecker","-3.1233178895612914","51.024540267636944","321315","125620"
"83007","TAUNEJN","","TAUNTON EAST JCN","woodpecker","-3.0873960146606976","51.02459513437161","323834","125588"
"83008","","","M&EE AREA WAGON MTNCE & EXAM","woodpecker","-3.123463557362981","51.02462644150904","321305","125630"
"83009","TAUN611","","TAUNTON SIGNAL E611","railmap","-3.1239529","51.0248521","321271","125656"
"83009","TAUN611","","TAUNTON SIGNAL E611","railmap","-3.1239529","51.0248521","321271","125656"
"83009","TAUN611","","TAUNTON SIGNAL E611","railmap","-3.1239529","51.0248521","321271","125656"
"83009","TAUN611","","TAUNTON SIGNAL E611","railmap","-3.1239529","51.0248521","321271","125656"
"83009","TAUN617","","TAUNTON SIGNAL E617","railmap","-3.1239529","51.0248521","321271","125656"
"83009","TAUN624","","TAUNTON SIGNAL E624","railmap","-3.1239529","51.0248521","321271","125656"
"83009","TAUNE22","","TAUNTON SIGNAL E22","railmap","-3.1239529","51.0248521","321271","125656"
"83009","TAUNTON","TAU","Taunton Rail Station","NAPTAN","-3.10274155452","51.0233024374","322756","125461"
"83010","COGLOAD","","COGLOAD JUNCTION","woodpecker","-3.0016788166898563","51.04022700547888","329869","127242"
"83011","NTNFTZN","","NORTON FITZWARREN","woodpecker","-3.1399364433543564","51.024546728156274","320149","125639"
"83012","TAUNCSD","","TAUNTON CIDER CO","railmap","-3.1106391","51.0238284","322203","125528"
"83013","TAUN483","","TAUNTON SIGNAL 483","openRailData","-3.109709558845065","51.02394024166077","322268","125539"
"83014","BSPSLYD","BIB","Bishop's Lydeard Rail Station","NAPTAN","-3.19432975928","51.05458641664","316389","129040"
"83015","TAUN608","","TAUNTON SIG 608","woodpecker","-3.098597491587212","51.02316541073885","323046","125441"
"83016","WATCHET","","WATCHET BUS","ATOC","-3.3290724568532926","51.181369853030745","307200","143300"
"83017","TAUN481","","TAUNTON SIGNAL E481","railmap","-3.1367192","51.0249192","320375","125677"
"83019","MINEHED","MHD","MINEHEAD(W.SOMERSET RLY)","woodpecker","-3.463873176313652","51.204678908271674","297830","146071"
"83020","BSPSGBR","","BISHOPS LYDEARD GBRF","openRailData","-3.1933681700481404","51.05285451798519","316453","128846"
"83021","WELISOM","","WELLINGTON (SOMERSET)","ATOC","-3.2407851583097855","50.983601619445395","313000","121200"
"83022","WELIXO","","WELLINGTON (S) -RAILTRACK","woodpecker","-3.2406766039719246","50.98393975840257","313008","121237"
"83028","TIVITNL","","WHITEBALL","woodpecker","-3.294972173930666","50.95404447225465","309139","117979"
"83038","TIVIPW","TVP","Tiverton Parkway Rail Station","NAPTAN","-3.35964408317","50.91717753072","304521","113961"
"83109","TIVILP","","TIVERTON JUNCTION","woodpecker","-3.3774893094345915","50.89354802305432","303218","111357"
"83111","TIVICMT","","CULLOMPTON","woodpecker","-3.3852487739271715","50.86013985491814","302602","107652"
"83112","HELEBLC","","HELE & BRADNINCH LC","woodpecker","-3.427060532917399","50.811452094297984","299555","102294"
"83116","STCALC","","STOKE CANON LC","woodpecker","-3.5092729653266868","50.771789985890685","293673","97999"
"83222","BRNSTPL","BNP","Barnstaple Rail Station","NAPTAN","-4.06311685349","51.07396953324","255563","132542"
"83225","CHAPLTN","CPN","Chapelton (Devon) Rail Station","NAPTAN","-4.02472188316","51.01653521996","258077","126081"
"83226","UMBRLGH","UMB","Umberleigh Rail Station","NAPTAN","-3.9828869253","50.99674815926","260952","123801"
"83227","PRTSMTA","PMA","Portsmouth Arms Rail Station","NAPTAN","-3.95057946827","50.9570020795","263102","119321"
"83231","KNYMPTN","KGN","Kings Nympton Rail Station","NAPTAN","-3.90541069897","50.93607408527","266213","116911"
"83232","EGGESFD","EGG","Eggesford Rail Station","NAPTAN","-3.87474511409","50.88773671369","268232","111481"
"83235","LAPFORD","LAP","Lapford Rail Station","NAPTAN","-3.81063882237","50.85700256567","272657","107951"
"83236","MOCHARD","MRD","Morchard Road Rail Station","NAPTAN","-3.77636580985","50.83189841843","275001","105101"
"83238","COPLSTN","COP","Copplestone Rail Station","NAPTAN","-3.75157170718","50.81446653834","276701","103121"
"83300","MLDOFHH","","MELDON QUARRY FHH","woodpecker","-4.032587501833598","50.714130794946975","256599","92472"
"83301","MLDONQ","","MELDON QUARRY","woodpecker","-4.032573636158275","50.71414440760384","256600","92473"
"83311","OKHMPTN","OKE","Okehampton Rail Station","NAPTAN","-3.99621489375","50.73238044875","259222","94431"
"83312","SAMPCRT","SMC","Sampford Courtenay Rail Station","NAPTAN","-3.94889104657","50.77010034353","262672","98536"
"83313","NTAWTN","","NORTH TAWTON","woodpecker","-3.8943086608905473","50.78428662007828","266561","100013"
"83319","YEOFORD","YEO","Yeoford Rail Station","NAPTAN","-3.72711913021","50.7769241609","278326","98906"
"83320","","","CREDITON SIDINGS","woodpecker","-3.644909694165269","50.78291766012722","284137","99440"
"83321","CREDITN","CDI","Crediton Rail Station","NAPTAN","-3.64677756932","50.78330268723","284006","99486"
"83322","NSTCYRE","NTC","Newton St Cyres Rail Station","NAPTAN","-3.58938898152","50.77892792741","288041","98911"
"83323","COLFORD","","COLEFORD (NR/DR BOUNDARY)","openRailData","-3.7393465304583815","50.787911021908045","277493","100148"
"83324","CRED11","","CREDITON SIGNAL CN11","railmap","-3.6517685","50.7830212","283654","99463"
"83398","CWLYBDG","","COWLEY BRIDGE JN","woodpecker","-3.547925962781972","50.746688141174026","290889","95264"
"83399","EXETRFH","","EXETER RIVERSIDE HANSON","railmap","-3.5452463","50.7358134","291053","94051"
"83400","EXETRRY","","BR MARSHALLING YARD","woodpecker","-3.546187193705345","50.7375864083109","290991","94250"
"83401","","","LOCO STABLING POINT","woodpecker","-3.5451184591446303","50.7296335092818","291048","93364"
"83403","EXETRFP","XXF","EXETER","woodpecker","-3.54486287945399","50.72983165051283","291066","93386"
"83404","EXETCAR","","EXETR ST DAV CAR SDGS WESSEX","woodpecker","-3.5445295340312364","50.72955532400078","291089","93354"
"83405","EXETDPT","","PREMIER TRANSPORT TERMINAL","woodpecker","-3.544703970734746","50.73042413226261","291079","93451"
"83405","EXETTMD","",".","woodpecker","-3.544703970734746","50.73042413226261","291079","93451"
"83408","","","EXETER RIVERSIDE","woodpecker","-3.5458154213646162","50.737057562756085","291016","94190"
"83411","EXETRNY","XFL","NEW YARD FREIGHT DEPOT","woodpecker","-3.5439511051092745","50.73344209891691","291139","93786"
"83412","EXETOY","","EXETER OLD YD-WAGGONERSWAY","openRailData","-3.5439046530554736","50.73210551398161","291139","93637"
"83421","EXETRSD","EXD","Exeter St Davids Rail Station","NAPTAN","-3.54328617686","50.72927488396","291176","93321"
"83422","EXET664","","EXETER ST DAVIDS SIG 664","openRailData","-3.544488501287701","50.73434616739822","291103","93887"
"83423","EXET681","","EXETER SIG. 681","openRailData","-3.534852290255959","50.71397718174796","291736","91608"
"83424","EXET335","","EXETER ST DAVIDS SIGNAL E335","openRailData","-3.543631194407167","50.72809801075176","291149","93191"
"83425","ELOC04801","","Exeter S.B.","railmap","-3.5438169","50.7272105","291134","93093"
"83425","EXET677","","EXETER ST DAVIDS SIG E677","woodpecker","-3.543865461547498","50.72714739964899","291130","93086"
"83426","EXET679","","EXETER SIG 679","railmap","-3.5439536","50.7257993","291121","92936"
"83427","EXET730","","EXETER SIG 730","woodpecker","-3.526040402556763","50.729566458106014","292394","93329"
"83428","EXET675","","EXETER SIGNAL E675","railmap","-3.5427933","50.7267796","291205","93043"
"83431","EXETERC","EXC","Exeter Central Rail Station","NAPTAN","-3.5332764081","50.72648416524","291876","92996"
"83433","EXETCCE","","CE SIDING","railmap","-3.5445423","50.7295533","291088","93354"
"83435","STJAMSP","SJP","St James Park (Devon) Rail Station","NAPTAN","-3.5219937344","50.73115566086","292683","93499"
"83441","EXMOTHJ","","EXMOUTH JUNCTION","woodpecker","-3.5099372969581073","50.7330966954255","293538","93698"
"83443","EXMOJCW","","EXMOUTH JUNCTION CE WORKS","woodpecker","-3.507184267030441","50.73377418299131","293734","93769"
"83444","EXMOCE","","EXETER EXMOUTH JUNCTION CE","woodpecker","-3.5067762372904165","50.73417524539853","293764","93813"
"83447","POLSBDG","POL","Polsloe Bridge Rail Station","NAPTAN","-3.5019471574","50.73128079331","294098","93484"
"83449","DIGBY","DIG","Digby & Sowton Rail Station","NAPTAN","-3.47356043669","50.71398935002","296063","91521"
"83452","PINHEJ1","","PINHOE SIGNAL EJ1","railmap","-3.4620953","50.7382815","296926","94206"
"83453","ELOC03011","","Pinhoe L.C.","railmap","-3.4692214","50.7378026","296422","94163"
"83453","PINHOE","PIN","Pinhoe Rail Station","NAPTAN","-3.46933293098","50.73778489347","296414","94161"
"83454","CBRK","CBK","Cranbrook Rail Station","NAPTAN","-3.42041535097","50.75009135488","299892","95462"
"83455","HONI803","","HONITON SIG 4803","woodpecker","-3.1846534362608754","50.798477827717996","316610","100550"
"83456","AXMNSWJ","","AXMINSTER WEST JUNCTION","woodpecker","-3.030141436935466","50.76452461595252","327446","96611"
"83457","AXMNSEJ","","AXMINSTER EAST JUNCTION","woodpecker","-2.98841787823536","50.79436168871183","330432","99889"
"83458","FENITON","FNT","Feniton Rail Station","NAPTAN","-3.28541770355","50.78667690633","309486","99356"
"83459","HONI808","","HONITON SIGNAL 4808","woodpecker","-3.1921551171427254","50.79490095717871","316075","100161"
"83460","WHIMPLE","WHM","Whimple Rail Station","NAPTAN","-3.35432205714","50.76802775713","304591","97369"
"83461","HONITON","HON","Honiton Rail Station","NAPTAN","-3.18671784748","50.79658114356","316461","100341"
"83462","HONICE","","HONITON - ISU (CE)","woodpecker","-3.1888900801799376","50.79590539243673","316306","100269"
"83463","HONI2","","HONITON SIGNAL NO H2","woodpecker","-3.184603789910177","50.79848240269682","316613","100550"
"83464","SETONJN","","SEATON JUNCTION","woodpecker","-3.05874861999128","50.75997141663221","325421","96133"
"83465","HEWISH","","HEWISH","woodpecker","-2.8250615768295195","50.871237070083716","342041","108296"
"83466","AXMNSTR","AXM","Axminster Rail Station","NAPTAN","-3.00472309727","50.77927120095","329261","98226"
"83467","","","","woodpecker","-3.192155120830046","50.79490185645545","316075","100161"
"83468","CHRDJSB","","CHARD JUNCTION","woodpecker","-2.9387429547579234","50.83835777390526","333996","104736"
"83469","","","UNIGATE","woodpecker","-2.939217711387394","50.83803967872901","333962","104701"
"83470","CRKRN","CKN","Crewkerne Rail Station","NAPTAN","-2.77849601518","50.87353559101","345320","108516"
"83471","TOPSHAM","TOP","Topsham Rail Station","NAPTAN","-3.46442267483","50.68621636242","296647","88420"
"83472","EXTON","EXN","Exton Rail Station","NAPTAN","-3.44409619975","50.66830357961","298044","86400"
"83473","LYMPSTC","LYC","Lympstone Commando Rail Station","NAPTAN","-3.44083970574","50.66223743772","298261","85721"
"83474","LYMPSTN","LYM","Lympstone Village Rail Station","NAPTAN","-3.4310066055","50.64829307818","298926","84157"
"83475","EXMOUTH","EXM","Exmouth Rail Station","NAPTAN","-3.41497163564","50.62163484295","300003","81171"
"83476","NWCOURT","NCO","Newcourt Rail Station","NAPTAN","-3.47278419609","50.70504186187","296098","90525"
"83477","EXMOJ20","","EXMOUTH JN SIGNAL 20","railmap","-3.5073249","50.7327839","293722","93659"
"83478","EXMOJ7","","EXMOUTH JN SIGNAL EJ7","railmap","-3.5075177","50.7332881","293709","93716"
"83513","EXETMBS","","MARSH ALPHINGTON ROAD","woodpecker","-3.534713466937467","50.706798963624905","291729","90810"
"83514","EXETGBR","","EXETER ALPHINGTON ROAD GBRf","woodpecker","-3.5341427238267404","50.70729709594027","291771","90864"
"83516","ELOC00941","","City Basin Jn","railmap","-3.534278","50.7136416","291776","91570"
"83516","EXETRCB","","EXETER CITY BASIN","woodpecker","-3.534287159848229","50.713650006902284","291775","91571"
"83517","EXETRST","EXT","Exeter St Thomas Rail Station","NAPTAN","-3.53883629793","50.71714778586","291462","91966"
"83518","MSBTN","","MARSH BARTON","ATOC","-3.5222960704509996","50.70417714485187","292600","90500"
"83519","EXETE35","","EXETER ST DAVIDS SIG E35","woodpecker","-3.544188910964477","50.72424744490373","291101","92764"
"83595","EXETEXM","","EXMINSTER","woodpecker","-3.482411318837514","50.67508562830573","295352","87208"
"83602","STRCROS","SCS","Starcross Rail Station","NAPTAN","-3.44770422288","50.62779775582","297701","81901"
"83603","DAWLSHW","DWW","Dawlish Warren Rail Station","NAPTAN","-3.44356148218","50.59871058889","297931","78662"
"83605","DAWLISH","DWL","Dawlish Rail Station","NAPTAN","-3.46462520998","50.58082043369","296401","76702"
"83607","TEINMTH","TGM","Teignmouth Rail Station","NAPTAN","-3.49466276982","50.54806212712","294201","73102"
"83612","NABTHAC","","CE SIDING (HACKNEY YARD)","woodpecker","-3.5924369312765654","50.53697690269753","287248","72013"
"83613","NABTHAK","","NEWTON ABBOT HACKNEY YARD FHH","woodpecker","-3.5924550382979423","50.5369579246217","287246","72011"
"83615","HTHFLDO","","HELTOR LTD","woodpecker","-3.6570076411385712","50.57698342072781","282771","76561"
"83616","","","","woodpecker","-3.6587194631636657","50.577900059033915","282653","76666"
"83617","HTHFECC","","ECC","woodpecker","-3.643482931108126","50.571162936865875","283715","75893"
"83618","HTHFLD","","HEATHFIELD PLATFORM","railmap","-3.6397868","50.5689954","283971","75646"
"83621","","","","woodpecker","-3.600247684653071","50.53487383555447","286689","71791"
"83622","NABT706","","NEWTON ABBOT 706 SIG","railmap","-3.599336","50.5344986","286753","71748"
"83623","","","W.B.B.","woodpecker","-3.605393232388998","50.537359929517294","286331","72076"
"83624","NABT","NTA","Newton Abbot Rail Station","NAPTAN","-3.59916680373","50.52958553738","286753","71202"
"83625","NABTWJ","","NEWTON ABBOT WEST JUNCTION","openRailData","-3.594016019205792","50.521978892681204","287100","70348"
"83626","TIGNGRC","","TEIGNGRACE","woodpecker","-3.62504487128695","50.55540279555992","284982","74112"
"83627","TORRE","TRR","Torre Rail Station","NAPTAN","-3.5464159172","50.47318876848","290361","64852"
"83628","TORQUAY","TQY","Torquay Rail Station","NAPTAN","-3.5432752587","50.46113396929","290556","63507"
"83631","PAIGNTN","PGN","Paignton Rail Station","NAPTAN","-3.56487571746","50.43471865814","288961","60602"
"83632","PAIGDVL","","PAIGNTON","ATOC","-3.5643287289795675","50.434709962396475","289000","60600"
"83633","","","","woodpecker","-3.564725725790063","50.429400828895375","288959","60010"
"83634","GOODCHS","XFO","CARRIAGE SIDINGS","woodpecker","-3.5638457651160316","50.428096546721086","289019","59864"
"83635","PAIGXGF","","PAIGNTON CROSSOVER G.F. P&DSR","woodpecker","-3.565336649137614","50.43187376330848","288922","60286"
"83636","GOODSND","","GOODRINGTON SANDS","ATOC","-3.5625956014764304","50.424839870507185","289100","59500"
"83637","PAIG3","","PAIGNTON SIGNAL 3","openRailData","-3.5639951886640437","50.436980931521724","289029","60852"
"83638","CHUSTON","","CHURSTON","ATOC","-3.557430428826831","50.39612811900906","289400","56300"
"83639","DMTHKWR","","KINGSWEAR (FOR DARTMOUTH)","ATOC","-3.57273063971062","50.34825376055218","288200","51000"
"83699","DAINTNT","","DAINTON TUNNEL","woodpecker","-3.620656518214206","50.48521162755025","285122","66301"
"83702","TOTNES","TOT","Totnes Rail Station","NAPTAN","-3.68869236616","50.43586501364","280171","60922"
"83703","","","","woodpecker","-3.6888401716165675","50.43584792135852","280161","60920"
"83704","RTRY","","RATTERY","BPLAN","","","",""
"83709","BUCFAST","BFL","BUCKFASTLEIGH","woodpecker","-3.7684708935759907","50.48293383557423","274631","66287"
"84058","","","","woodpecker","-3.786511932009509","50.43190111736878","273215","60643"
"84060","AISHXO","","AISH EMERGENCY CROSSOVER","woodpecker","-3.8458254056985233","50.423081476247965","268978","59766"
"84067","IVYBDGE","IVY","Ivybridge Rail Station","NAPTAN","-3.90420412874","50.39341217768","264747","56572"
"84075","HEMERDN","","HEMERDON","woodpecker","-3.9951488740357566","50.39594615943262","258291","57023"
"84081","TVSTCKJ","","PLYMOUTH TAVISTOCK JUNCTION","woodpecker","-4.075411996626939","50.389832873842764","252567","56500"
"84082","TVSTJPD","","TAVISTOCK JN PLANT DEPOT","openRailData","-4.075444301399762","50.38981853351653","252565","56498"
"84084","MSHMLEC","","ECC MARSH MILLS","woodpecker","-4.081665515214668","50.399924321555446","252154","57634"
"84089","LARAJN","","LAIRA JUNCTION PLYMOUTH","woodpecker","-4.097559340490225","50.384538233090126","250977","55955"
"84090","LARATMD","XLZ",".","woodpecker","-4.103681200583607","50.38151505931158","250532","55631"
"84091","LARAST","","CS&TE SIDING","woodpecker","-4.105381989047901","50.38049790115702","250408","55522"
"84092","","","LAIRA CM&EE DEPOT","woodpecker","-4.10275356449822","50.38275780304211","250602","55768"
"84093","","","LAIRA DEPOT PLYMOUTH - EPS","woodpecker","-4.1027507727933035","50.3827587288871","250602","55768"
"84094","LARASFR","","PLYMOUTH LAIRA TMD FUEL ROAD","woodpecker","-4.104651780483423","50.38224423381173","250465","55714"
"84095","MNTGLDJ","XMG","MOUNT GOULD JN","woodpecker","-4.108104566138969","50.37770191152549","250205","55216"
"84096","MNTGLCW","","MOUNT GOULD PLATFORM","woodpecker","-4.109143058808753","50.37688077389194","250129","55127"
"84098","","","M THOMAS","woodpecker","-4.1196179474561925","50.372814148748695","249371","54696"
"84100","PLYMTHF","","PLYMOUTH FRIARY","woodpecker","-4.125476804500618","50.372348381828786","248953","54656"
"84123","","","","woodpecker","-4.121625876760471","50.36212635509989","249195","53512"
"84124","","","","woodpecker","-4.123093466250378","50.36366452273815","249095","53686"
"84128","","","","woodpecker","-4.116953018877176","50.361733331075946","249526","53459"
"84135","LIPSONJ","","LIPSON JN","woodpecker","-4.110855454813901","50.38275535465839","250026","55784"
"84136","TVST199","","PLYMOUTH GROUND SIGNAL 199","openRailData","-4.075444301399762","50.38981853351653","252565","56498"
"84137","TVST132","","PLYMOUTH GROUND SIGNAL 132","woodpecker","-4.07387256321511","50.389690605363676","252676","56481"
"84138","PLYMPSD","","PLYMOUTH PARK SIDINGS","woodpecker","-4.142400828535299","50.378823496909675","247771","55411"
"84139","PLYMTH","PLY","Plymouth Rail Station","NAPTAN","-4.14332046265","50.37782733194","247702","55302"
